id,label,tweet
611,1,clipping this to your belt will deffinitely make you feel like 50 cent's up-and-coming.
612,1,I like design and look of Jabra behing the ear headsets and 5020 is pretty comfortible to wear 24 hours a day without pain in the ear.
613,1,I was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price.
614,0,the worst phone from samsung...crap..... this crappy Samsung E715.. is the worst i have ever seeen.
615,0,the charger worked for about a week and then completely stopped charging my phone.
616,0,Poor product.
617,0,However I needed some better instructions.
618,0,You need two hands to operate the screen.This software interface is decade old and cannot compete with new software designs.
619,1,Worked very well paired with a Treo 700w and as a Skype headset on my PC (using a USB Bluetooth transceiver).
620,0,"Steer clear of this product and go with the genuine Palm replacementr pens, which come in a three-pack."
621,0,DO NOT BUY DO NOT BUYIT SUCKS
622,1,This is a great product..... sure beats using your fingers!.
623,0,"Plus, I seriously do not believe it is worth its steep price point."
624,1,All the other cases I've tried normally fall apart after a few months but this one seems to be in for the long haul.
625,0,Very Dissapointing Performance.
626,0,Don't make the same mistake that I did and please don't buy this phone.
627,0,This phone might well be the worst I've ever had in any brand.
628,0,Case was more or less an extra that I originally put on but later discarded because it scratched my ear.
629,1,I recommend iGo to anyone with different brand cell phones/mp3 players in the family.
630,0,Don't bother - go to the store.
631,1,"I posted more detailed comments under the grey or black phone, but i have the Fire Red and it's a great color!"
632,1,I did not have any problem with this item and would order it again if needed.
633,0,You get what you pay for I guess.
634,1,"Not only did the software do a great job of this, I could also make my own ringtones form my existing CDs without an internet connection."
635,1,im surprised this is a good quality car charger and there's not much reviews about it.
636,1,These are fabulous!
637,0,"However, BT headsets are currently not good for real time games like first-person shooters since the audio delay messes me up."
638,1,I used bitpim (a free program you can find on the internet)to transfer data to the phone.The price of the cable was excellent.
639,0,Disappointing accessory from a good manufacturer.
640,0,"Performed awful -- muffled, tinny incoming sound and severe echo for those on the other end of the call."
641,1,Very wind-resistant.
642,0,"Obviously they have a terrible customer service, so you get what you pay for."
643,1,"They do not last forever, but is not overly expensive to replace.Easy to operate and the sound is much better than others I have tried."
644,0,"I contacted the company and they told me that, although the unit was still under warranty, if I couldn't produce my receipt I was out of luck."
645,0,Linksys should have some way to exchange a bad phone for a refurb unit or something!
646,1,Phone is sturdy as all nokia bar phones are.
647,1,Great phone.
648,0,"When I placed my treo into the case, not only was it NOT snug, but there was A LOT of extra room on the sides."
649,1,I'm pleased.
650,0,Battery is terrible.
651,1,I found the product to be easy to set up and use.
652,0,The earpiece on this is too large or too heavy...it keeps falling out of my ear.
653,0,Utter crap.. Sound quality is TERRIBLE.
654,0,"The charger arrived within the promised timeframe, but it did not work."
655,1,"No ear loop needed, it's tiny and the sound is great."
656,0,"Finally, after three or four times the spring of the latch broke and I could not use it any longer on the visor."
657,1,"The handsfree part works fine, but then the car tries to download the address book, and the Treo reboots.Overall, I still rate this device high."
658,0,Talk about USELESS customer service.
659,0,"It felt too light and ""tinny.""."
660,0,This does not fit the Palm Tungsten E2 and it broke the first time I tried to plug it in.
661,1,I'm happy about this purchase- good quality and low price.
662,1,I love the look and feel of Samsung flipphones.
663,1,Its well-designed and very sharp -- the blue is a very nice color.
664,1,Does everything it should and more.
665,0,I could not recommend these more.
666,1,Nice Sound.
667,0,"Looks good in the picture, but this case was a huge disappointment!!"
668,1,Much less than the jawbone I was going to replace it with.
669,1,Setup went very smoothly.
670,0,its extremely slow and takes forever to do anything with it.
671,0,"A must study for anyone interested in the ""worst sins"" of industrial design."
672,0,The first thing that happened was that the tracking was off.
673,1,"It is well made, easy to access the phone and has a handy, detachable belt clip."
674,0,Then I had to continue pairing it periodically since it somehow kept dropping.
675,0,Can't upload ringtones from a third party.
676,0,"Bluetooth does not work, phone locks up, screens just flash up and now it just makes calls randomly while in my pocket locked."
677,0,Truly awful.
678,1,"It works fine on my Motorola 325 cellphone, and a lot better than the worn-out battery did."
679,1,The volume for the ringer is REAL good (you have choices how loud).
680,0,And none of the tones is acceptable.
681,0,camera color balance is AWFUL.
682,0,"This product is clearly not ready for prime time, I don't care how cool it looks, if you can't tell a call is coming in it's worthless."
683,1,I love the ringtones because they are so upbeat!
684,0,Chinese Forgeries Abound!.
685,1,Easy to pair with my Samsung Cell.
686,0,The instructions didn't explain that a microphone jack could be used.
687,0,i would advise to not purchase this item it never worked very well.
688,0,Too bad you have to pay up to $$$ a month for the service!
689,1,Works well.
690,0,The nokia CA-42 USB cable did not work with my phone.
691,1,Clear crisp sound.
692,1,"I have to use the smallest earpieces provided, but it stays on pretty well."
693,0,"The biggest complaint I have is, the battery drains superfast."
694,0,The design might be ergonomic in theory but I could not stand having these in my ear.
695,0,Do NOT buy if you want to use the holster.
696,1,The phone can also take great pictures and even video clips.
697,0,It doesn't make you look cool.
698,1,"Because both ears are occupied, background is not distracting at all."
699,1,"Comfortable fit - you need your headset to be comfortable for at least an hour at a time, if not for an entire day."
700,0,"Also, the phone doesn't seem to accept anything except CBR mp3s, preferably ripped by Windows Media Player."
701,1,You can't beat the price on these.
702,1,"* Comes with a strong light that you can use to light up your camera shots, and even flash SOS signals (seriously!"
703,1,lightweight and works well.
704,0,So just beware.
705,1,I love this cable - it allows me to connect any mini-USB device to my PC.
706,0,So anyone near you will hear part of your conversation.
707,1,This is cool because most cases are just open there allowing the screen to get all scratched up.
708,0,I bought this phone as a replacement for my StarTac and have regretted it since.
709,1,Appears to actually outperform the original battery from China that came with my V325i.
710,0,Can't store anything but phone numbers to SIM.
711,0,"It lasts less than 3o minutes, if I actually try to use the phone.My wife has the same phone with the same problem."
712,0,Poor quality.
713,1,"jabra ear gels ""R"" the best!."
714,0,Not worth it.
715,0,The phone crashed completely and now I have to get it replaced.
716,1,"It quit working after I'd used it for about 18 months, so I just purchased another one because this is the best headset I've ever owned."
717,0,"Unfortunately it will not recharge my iPhone 4s, despite connecting it from multiple power sources (iMac, external battery, wall outlet, etc)."
718,1,It was a great phone.
719,0,if you simply want a small flip phone -- look elsewhere as the extra bells & whistles are mediocre.
720,1,"Good value, works fine - power via USB, car, or wall outlet."
721,1,My phone doesn't slide around my car now and the grip prevents my phone from slipping out of my hand.
722,1,This is simply the BEST bluetooth headset for sound quality!
723,0,Think it over when you plan to own this one!This sure is the last MOTO phone for me!
724,1,"In the span of an hour, I had two people exclaim ""Whoa - is that the new phone on TV?!?"
725,1,I have always used corded headsets and the freedom from the wireless is very helpful.
726,1,"This case has passed the one year mark and while it shows signs of wear, it is 100% functional."
727,1,"Other than that, the leather is nice and soft; the fit is very tight; the cut out for the face is a good shape."
728,1,It has everything I need and I couldn't ask for more.
729,0,After receiving and using the product for just 2 days it broke.
730,1,This product is great... it makes working a lot easier I can go to the copier while waiting on hold for something.
731,0,None of the three sizes they sent with the headset would stay in my ears.
732,1,T-Mobile has the best customer service anywhere.
733,1,Arrived quickly and much less expensive than others being sold.
734,0,We have tried 2 units and they both failed within 2 months.. Pros
735,1,"Provides good protection and looks classy, too."
736,1,Krussel Always good.
737,1,"The tracfonewebsite is user friendly and makes it easy toactivate, etc."
738,1,The design is very good.4.
739,1,I great reception all the time.
740,1,I would highly recommend this product.
741,0,"Couldn't use the unit with sunglasses, not good in Texas!"
742,0,It dit not work most of the time with my Nokia 5320.
743,0,"Bought mainly for the charger, which broke soon after purchasing."
744,0,"If you like a loud buzzing to override all your conversations, then this phone is for you!"
745,1,Fantastic buy and will get again for whatever my next phone is
746,0,"stay away from this store, be careful."
747,1,This BlueAnt Supertooth hands-free phone speaker is AWESOME.
748,0,Does not fit.
749,1,.... Item arrived quickly and works great with my Metro PCS Samsung SCH-r450 slider phone and Sony Premium Sound in ear plugs.
750,1,"It is light, has plenty of battery capacity, and is very confortable to wear for somewhat extended periods of time."
751,0,disappointing.
752,1,Blue Ant is easy to use.
753,1,Cheap but hey it works.. Was pleasantly suprised given the low cost of this item.
754,0,The camera on the phone may be used as a dustpan when indoors... I'd rather be using a disposable then this.
755,0,Then a few days later the a puff of smoke came out of the phone while in use.
756,1,It's very convenient and simple to use - gets job done & makes the car ride so much smoother.
757,0,The nano stated it.My son was dissapointed.
758,1,The sound quality is excellent as well.
759,1,Its the best headset I have used.
760,0,Would not reccommend.
761,1,They have been around for years and carries the highest quality of anti-glare screen protector that I have found to date.
762,1,Just what I wanted.
763,0,This particular model would not work with my Motorola Q smartphone.
764,0,wont work right or atleast for me.
765,0,in addition it feels &amp; looks as if the phone is all lightweight cheap plastic.
766,0,"But now that it is ""out of warranty"" the same problems reoccure.Bottom line... put your money somewhere else... Cingular will not support it."
767,0,"I really wanted the Plantronics 510 to be the right one, but it has too many issues for me.The good"
768,1,Great product.
769,1,Crisp and Clear.
770,0,AFter the first charge kept going dead after 12 minutes.
771,0,"VERY cheap plastic, creaks like an old wooden floor."
772,0,"I get absolutely horrible reception in my apartment, where with other phones I have not had this problem."
773,1,The reception has been generally good.
774,1,"Excellent sound, battery life and inconspicuous to boot!."
775,1,Great bluetooth!.
776,1,I highly recommend this case.
777,1,WORTHWHILE.
778,1,This is a great deal.
779,0,"After my phone got to be about a year old, it's been slowly breaking despite much care on my part."
780,0,I am sorry I made this purchase.
781,0,I bought these hoping I could make my Bluetooth headset fit better but these things made it impossible to wear.
782,0,Treo and T-Mobile refused to replace it again and forced me to buy another phone without any kind of upgrade discount.
783,0,It was horrible!.
784,0,I don't think it would hold it too securly on your belt.
785,0,This allows the possibility of double booking for the same date and time after the first.
786,0,They work about 2 weeks then break.
787,1,It is simple to use and I like it.
788,1,"It's a great tool for entertainment, communication, and data management.Oh, be sure to use ActiveSync 4.2 for optimal data synchronization results!"
789,0,I can't use this case because the smell is disgusting.
790,0,NOT WHAT I WANTED.
791,1,I own 2 of these cases and would order another.
792,1,Great Phone.
793,1,I bought this battery with a coupon from Amazon and I'm very happy with my purchase.
794,0,"The internet access was fine, it the rare instance that it worked."
795,1,Perfect for the PS3.
796,1,"Five star Plus, plus."
797,1,A good quality bargain.. I bought this after I bought a cheapy from Big Lots that sounded awful and people on the other end couldn't hear me.
798,0,$50 Down the drain.
799,0,I tried talking real loud but shouting on the telephone gets old and I was still told it wasn't great.
800,1,"Good , works fine."
801,1,For the price this was a great deal.
802,1,"Great price, too!"
803,0,"If there is a wind, it is completely useless."
804,1,Yes it's shiny on front side - and I love it!
805,0,Does Not Work.
806,0,"At first I thought I was grtting a good deal at $7.44, until I plugged it into my phone (V3c Razr)."
807,1,The reception through this headset is excellent.
808,1,2 thumbs up to this seller
809,1,"I have a Verizon LG phone and they work well together, good reception and range that exceeds 20 feet line of sight."
810,0,Improper description.... I had to return it.
811,1,#1 It Works - #2 It is Comfortable.
812,1,Battery charge-life is quite long.
813,1,The Jabra EarGels fit my ears very well.
814,0,Battery has no life.
815,0,I checked everywhere and there is no feature for it which is really disappointing.
816,1,Product is exactly as described.
817,1,Gets a signal when other Verizon phones won't.
818,0,Doesn't do the job.
819,1,I would recommend it.
820,1,Plan on ordering from them again and again.
821,1,"That being said, for a phone, the camera is very nice; many cool effects to play with, and video is decent as well."
822,1,I have been very satisfied with this cell phone from day one.
823,1,They keep getting better and better (this is my third one and I've had numerous Palms too).
824,0,Awkward to use and unreliable.
825,1,The shipping time was also very quick!
826,0,Not as good as I had hoped.
827,1,Good case!.
828,0,Doesn't Work.
829,1,Really good product.
830,0,Unfortunately it did not work.
831,0,All three broke within two months of use.
832,0,dont buy it.
833,0,"My father has the V265, and the battery is dying."
834,0,"However, the ear pads come off easily and after only one week I lost one."
835,0,"The calls drop, the phone comes on and off at will, the screen goes black and the worst of all it stops ringing intermittently."
836,0,"Horrible, horrible protector."
837,0,I don't like this Nokia either.
838,0,"Reaching for the bottom row is uncomfortable, and the send and end keys are not where I expect them to be.3."
839,0,I have bought this Nokia cell phone a few weeks ago and it was a nightmare.
840,0,It would take too long to describe how bad my customer service experience has been with Amazon.
841,0,the only VERY DISAPPOINTING thing was there was NO SPEAKERPHONE!!!!
842,0,Terrible.. My car will not accept this cassette.
843,0,"Product is useless, since it does not have enough charging current to charge the 2 cellphones I was planning to use it with."
844,0,It's not what it says it is.
845,0,Stay Away From the Q!.
846,0,Used and dirty.
847,0,Very unreliable service from T-mobile !
848,0,Not good enough for the price.
849,0,I bought two of them and neither will charge.
850,1,It looks very nice.
851,1,"This is an excellent tool, especially when paired with your phone's auto-answer."
852,1,I have read other's reviews here but I haven't had any problem with it.
853,0,These products cover up the important light sensor above the ear outlet.
854,1,Comfortable in my hand.
855,0,Just does not work.
856,0,Poor Reliability.
857,1,(It works!)
858,0,"If I take a picture, the battery drops a bar, and starts beeping, letting me know its dieing."
859,0,"Terrible product, and waste of money!"
860,0,Last time buying from you.
861,0,It was a waste of my money.
862,1,So far it has worked like a charm.
863,1,"I have only had it for a few weeks, but so far, so good."
864,1,"But, in any case, the best part is, you can download these pictures to your laptop using IR, or even send pictures from your laptop to the phone."
865,1,Would recommend this item.
866,1,It's been my choice headset for years.Great sound; good volume; good noise cancellation.
867,1,"Nice case, feels good in your hands."
868,0,The item received was Counterfeit.
869,1,"Just really good.. So far, probably the best BT headset I have ever had."
870,1,Works fine.
871,1,I received my headset in good time and was happy with it.
872,1,I was very pleased to see that I could replace my well travled swivel holster for my Blackberry flip.
873,1,My sister has one also and she loves it.
874,1,Good Quality.
875,0,This is by far the worst purchase I've made on Amazon.
876,1,Excellent dual-purpose headset.
877,1,Excellent!.
878,0,Does not work for listening to music with the cingular 8125.
879,1,"It seems completely secure, both holding on to my belt, and keeping the iPhone inside."
880,0,"The bottowm line...another worthless, cheap gimmick from Sprint."
881,0,Having trouble with volume.
882,1,The only good thing was that it fits comfortably on small ears.
883,0,WARNING - DO NOT BUY!!.
884,1,"I am pairing this with my iphone, and I could not be happier with it so far."
885,0,"When it opens, the battery connection is broken and the device is turned off."
886,0,"I didn't want the clip going over the top of my ear, causing discomfort."
887,1,Best headset ever!!!.
888,0,Don't trust their website and don't expect any helpful support.
889,1,It was that loud.Glad to say that the Plantronics 510 maintains a flawless connection to my cell and with no static during normal use.
890,0,The speaker is of low quality so as making the ring tones sound very cheap.
891,1,"Fits comfortably, came with three sizes of earbud tips."
892,1,Excellent product for the price.
893,0,Bad Reception.
894,0,This product is very High quality Chinese CRAP!!!!!!
895,1,It was quite comfortable in the ear.
896,1,Great phone.
897,0,Don't buy this product - It fails!.
898,0,Everything about this product is wrong.First
899,1,The pairing of the two devices was so easy it barely took a couple minutes before I started making calls with the voice dialing feature.
900,0,"This was utterly confusing at first, which caused me to lose a couple of very, very important contacts."
901,0,Terrible phone holder.
902,1,The cutouts and buttons are placed perfectly.
903,1,I love being able to use one headset for both by land-line and cell.
904,0,Problem is that the ear loops are made of weak material and break easily.
905,0,Not nearly as good looking as the AMAZON picture makes it look.
906,1,"But despite these few flaws, this case is of exceptional quality and well worth the additional costs of owning an official OEM product."
907,0,How stupid is that?
908,1,"I can hear while I'm driving in the car, and usually don't even have to put it on it's loudest setting."
909,1,Seller shipped quickly and much cheaper than the competitors.
910,1,"Good show, Samsung."
911,1,So I bought about 10 of these and saved alot of money.
912,0,It always cuts out and makes a beep beep beep sound then says signal failed.
913,0,Couldn't figure it out
914,0,"My phone sounded OK ( not great - OK), but my wife's phone was almost totally unintelligible, she couldn't understand a word being said on it."
915,0,So I had to take the battery out of the phone put it all back together and then restart it.
916,0,"While I managed to bend the leaf spring back in place, the metal now has enough stress that it will break on the next drop."
917,1,Leopard Print is wonderfully wild!.
918,1,Works for me.
919,0,"Saggy, floppy piece of junk."
920,1,much better than the hard plastic cases.
921,0,It also had a new problem.
922,1,Happy so far!.
923,1,cool phone.
924,1,Works good.
925,1,Motorola finally got the voice quality of a bluetooth headset right.
926,0,It looses connection to the phone even when it is within a couple feet between the two.
927,1,"but it is great, i would really recommend it"
928,0,Makes it easier to keep up with my bluetooth when I'm not wearing it.
929,0,As I said above....PRETTY USELESS!
930,0,Never got it!!!!!
931,0,This pair of headphones is the worst that I have ever had sound-wise.
932,0,[...] down the drain because of a weak snap!
933,0,Does not charge the Cingular (ATT) 8525 phone.
934,1,"You get extra minutes so that you can carry out the call and not get cut off."""
935,0,"However, after about a year, the fliptop started to get loose and wobbly and eventually my screen went black and I couldn't receive and place calls."
936,0,I kept catching the cable on the seat and I had to pull the phone out to turn it on an off.
937,1,The headset fulfills my requirements so I am happy with my purchase.
938,1,Logitech Bluetooth Headset is a 10!.
939,1,"I like the fact that it rests lightly against your ear, rather than inside."
940,1,A lot of websites have been rating this a very good phone and so do I.
941,1,I have tried these cables with my computer and my iPod and it works just fine.
942,0,"The mic there is a joke, and the volume is quite low."
943,0,I'm returning them.
944,0,I does not maintain a connection with the computer while it is on my lap.
945,1,It is easy to turn on and off when you are in the car and the volume controls are quite accessable.
946,1,I have had mine for about a year and this Christmas I bought some for the rest of the family.
947,1,"Otherwise, easy to install and use, clear sound."
948,1,nice leather.
949,0,I had to purchase a different case.
950,1,It is a joy to use.
951,0,Very much disappointed with this company.
952,1,Very satisifed with that.
953,0,It didn't charge for me.
954,1,This is the phone to get for 2005.... I just bought my S710a and all I can say is WOW!
955,0,Buttons are too small.
956,1,Just reading on the specs alone makes you say WOW.
957,1,Love it.. Great armband.
958,1,I really like this product over the Motorola because it is allot clearer on the ear piece and the mic.
959,0,"However, the keypads are so tinny that I sometimes reach the wrong buttons."
960,1,I exchanged the sony ericson z500a for this and I'm pretty happy with that decision.
961,1,I was very impressed with the price of the cases.
962,1,Also makes it easier to hold on to.
963,1,"I use this product in a motor control center where there is a lot of high voltage humming from the equipment, and it works great!"
964,1,It's pretty easy.
965,0,I cannot make calls at certain places.
966,0,"however, my girl was complain that some time the phone doesn't wake up like normal phone does."
967,1,Beautiful styling though.
968,0,This company charge me a restocking fee and still not given me my refund back.
969,0,I'm trying to return it for a refund.
970,0,I plugged it in only to find out not a darn thing worked.
971,1,Excellent product.
972,0,Earbud piece breaks easily.
973,0,Lousy product.
974,0,This phone tries very hard to do everything but fails at it's very ability to be a phone.
975,1,It is the best charger I have seen on the market yet.
976,1,SWEETEST PHONE!!!
977,1,":-)Oh, the charger seems to work fine."
978,1,It fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal.
979,0,Not enough volume.
980,0,Echo Problem....Very unsatisfactory
981,0,you could only take 2 videos at a time and the quality was very poor.
982,0,don't waste your money.
983,0,I am going to have to be the first to negatively review this product.
984,0,Adapter does not provide enough charging current.
985,0,"There was so much hype over this phone that I assumed it was the best, my mistake."
986,0,You also cannot take pictures with it in the case because the lense is covered.
987,0,Phone falls out easily.
988,0,"It didn't work, people can not hear me when I talk."
989,0,The text messaging feature is really tricky to use.
990,0,I'm really disappointed all I have now is a charger that doesn't work.
991,0,Painful on the ear.
992,0,Lasted one day and then blew up.
993,0,disappointed.
994,0,Kind of flops around.
995,0,The screen does get smudged easily because it touches your ear and face.
996,0,What a piece of junk.. I lose more calls on this phone.
997,0,Item Does Not Match Picture.
998,0,The only thing that disappoint me is the infra red port (irda).
999,0,"You can not answer calls with the unit, never worked once!"
